Date,Close,High,Low,Open,Volume,TickerSymbol,TickerName
2024-01-02,184.08151245117188,186.85800888690832,182.34620407017263,185.57883023572913,82488700,AAPL,Apple Inc.
2024-01-03,182.70315551757812,184.31947592788424,181.8900324473893,182.67340858873573,58414500,AAPL,Apple Inc.
2024-01-04,180.38282775878906,181.552914127362,179.36147605378457,180.62080322049852,71983600,AAPL,Apple Inc.
2024-01-05,179.658935546875,181.2256728170181,178.65742022872922,180.46214807824285,62379700,AAPL,Apple Inc.
2024-01-08,184.00218200683594,184.04185467153414,179.97626898919978,180.56131218264795,59144500,AAPL,Apple Inc.
2024-01-09,183.58570861816406,183.59561921893004,181.19593746369003,182.37594957443397,42841800,AAPL,Apple Inc.
2024-01-10,184.6268768310547,184.8351053395885,182.3759299825551,182.8023278606972,46792900,AAPL,Apple Inc.
2024-01-11,184.03192138671875,185.4796709750172,182.07845882443647,184.97394287034564,49128400,AAPL,Apple Inc.
2024-01-12,184.35916137695312,185.1722845702879,183.6352941143493,184.49798544280438,40477800,AAPL,Apple Inc.
2024-01-16,182.08839416503906,182.71309489982514,179.41104910197012,180.63073389939075,65603000,AAPL,Apple Inc.
2024-01-17,181.14634704589844,181.39424823145328,178.786338048284,179.74819585869176,47317400,AAPL,Apple Inc.
2024-01-18,187.04641723632812,187.55213023449687,184.2699207854721,184.52773258500528,78005800,AAPL,Apple Inc.
2024-01-19,189.95181274414062,190.3385380102556,187.23482528040057,187.74053828049293,68903000,AAPL,Apple Inc.
2024-01-22,192.2622528076172,193.69016613117572,190.64593215238241,190.68560481730813,60133900,AAPL,Apple Inc.
2024-01-23,193.54141235351562,194.10663433692045,192.20275498822556,193.38276708914043,42355600,AAPL,Apple Inc.
2024-01-24,192.86712646484375,194.73134826169684,192.7084660713482,193.77940103141137,53631300,AAPL,Apple Inc.
2024-01-25,192.53988647460938,194.62226243680658,191.48878789336808,193.58107445570798,54822100,AAPL,Apple Inc.
2024-01-26,190.8045654296875,193.12491668531047,190.3285994330514,192.63904008919584,44594000,AAPL,Apple Inc.
2024-01-29,190.120361328125,190.5864167388377,187.98841731539085,190.39800942846193,47145600,AAPL,Apple Inc.
2024-01-30,186.46133422851562,190.18977744614463,185.89612743839433,189.33699683048337,55859400,AAPL,Apple Inc.
2024-01-31,182.85191345214844,185.5292584344751,182.8023453182215,185.46974943852436,55467800,AAPL,Apple Inc.
2024-02-01,185.29127502441406,185.38051582576702,182.27680306565713,182.44537406733116,64885400,AAPL,Apple Inc.
2024-02-02,184.2897491455078,185.75731994134992,177.74515173237538,178.35003123610636,102551700,AAPL,Apple Inc.
2024-02-05,186.1043701171875,187.6611968198497,184.27982102914154,186.57042555488334,69668800,AAPL,Apple Inc.
2024-02-06,187.71078491210938,187.72069551270494,185.2020260688322,185.291266866256,43490800,AAPL,Apple Inc.
2024-02-07,187.81983947753906,189.4460704904296,187.02655273524672,189.03950895453542,53439000,AAPL,Apple Inc.
2024-02-08,186.73899841308594,187.94874218828468,185.7771406742971,187.80000754030146,40962000,AAPL,Apple Inc.
2024-02-09,187.50352478027344,188.63539609029752,186.65957913376621,187.304938639922,45155200,AAPL,Apple Inc.
2024-02-12,185.8156280517578,187.32479480430874,185.45819421957458,187.0765772861258,41781900,AAPL,Apple Inc.
2024-02-13,183.72067260742188,184.88234393093236,182.20158259974826,184.4454786725173,56529500,AAPL,Apple Inc.
2024-02-14,182.83700561523438,184.2071710720395,181.13920638831792,183.99867685469593,54630500,AAPL,Apple Inc.
2024-02-15,182.549072265625,183.17458519121215,180.05697410890977,182.24128500065143,65434500,AAPL,Apple Inc.
2024-02-16,181.0101318359375,183.53203018346474,180.37469562592958,182.11221816970058,49752500,AAPL,Apple Inc.
2024-02-20,180.26547241210938,181.12926445278407,178.7165976564194,180.49382826711656,53665600,AAPL,Apple Inc.
2024-02-21,181.02008056640625,181.5860086349742,179.37191259479573,180.64278508736416,41371400,AAPL,Apple Inc.
2024-02-22,183.05545043945312,183.64125529629035,181.15908011476066,182.17179668082835,52292200,AAPL,Apple Inc.
2024-02-23,181.2186279296875,183.7206493014041,180.93068715953405,183.69086441483557,45119700,AAPL,Apple Inc.
2024-02-26,179.86834716796875,181.45693020455124,179.36197373162466,180.94064867140935,40867400,AAPL,Apple Inc.
2024-02-27,181.32786560058594,182.60866132395924,178.27974721589908,179.8087756065873,54318900,AAPL,Apple Inc.
2024-02-28,180.12649536132812,181.81437153541262,178.84569957246276,181.20872015618278,48953900,AAPL,Apple Inc.
2024-02-29,179.46127319335938,181.26830407372196,178.2499704416867,179.97756989489093,136682600,AAPL,Apple Inc.
2024-03-01,178.3790283203125,179.24282037465971,176.11528592616577,178.26981201401622,73563100,AAPL,Apple Inc.
2024-03-04,173.85154724121094,175.63870116419773,172.55087478393426,174.8940486462885,81510100,AAPL,Apple Inc.
2024-03-05,168.90704345703125,170.8133520831047,168.41060844555398,169.5424796657224,95132400,AAPL,Apple Inc.
2024-03-06,167.91416931152344,170.01906401050476,167.47730408815008,169.8403395327639,68587700,AAPL,Apple Inc.
2024-03-07,167.7950439453125,169.51270494606766,167.28868565722726,167.94396839769192,71765100,AAPL,Apple Inc.
2024-03-08,169.51271057128906,172.46153602621885,167.73547973060533,167.7950495135339,76267000,AAPL,Apple Inc.
2024-03-11,171.518310546875,173.13669366515666,170.82330450374639,171.70695829072324,60139500,AAPL,Apple Inc.
2024-03-12,171.994873046875,172.7891721100731,169.79070034274764,171.91544162555573,59825400,AAPL,Apple Inc.
2024-03-13,169.9098663330078,171.9551763303205,169.54249409126064,171.53817270319811,52488700,AAPL,Apple Inc.
2024-03-14,171.76651000976562,173.06716728584055,170.82328653971078,171.67715534575908,72913500,AAPL,Apple Inc.
2024-03-15,171.3892364501953,171.3892364501953,169.07584723661714,169.94957779625068,121752700,AAPL,Apple Inc.
2024-03-18,172.4813995361328,176.4429567936847,172.2828285408912,174.31821532960825,75604200,AAPL,Apple Inc.
2024-03-19,174.82456970214844,175.350789645184,171.7963128554373,173.09697026746844,55215200,AAPL,Apple Inc.
2024-03-20,177.39608764648438,177.39608764648438,173.84161109695287,174.46712406809783,53423100,AAPL,Apple Inc.
2024-03-21,170.1481475830078,176.22452301821235,169.62192763151074,175.78765774149878,106181300,AAPL,Apple Inc.
2024-03-22,171.05165100097656,171.8161651814705,168.84747827799018,170.53535433298114,71160100,AAPL,Apple Inc.
2024-03-25,169.63185119628906,170.7140758962492,168.24182406010684,169.3538487990515,54288300,AAPL,Apple Inc.
2024-03-26,168.49998474121094,170.19778406175462,168.37090678526505,168.78791039294236,57388400,AAPL,Apple Inc.
2024-03-27,172.07431030273438,172.36225110852925,168.89712909220745,169.19499314475576,60273300,AAPL,Apple Inc.
2024-03-28,170.25735473632812,171.00200728609337,169.29426955996547,170.5254338962422,65672700,AAPL,Apple Inc.
2024-04-01,168.8177032470703,170.02900599080004,168.2716216576847,169.96943620832081,46240500,AAPL,Apple Inc.
2024-04-02,167.6361846923828,168.13261974429108,167.0305333230549,167.87447897129715,49329500,AAPL,Apple Inc.
2024-04-03,168.44039916992188,169.46305411699578,167.37803608655156,167.5865303145986,47691700,AAPL,Apple Inc.
2024-04-04,167.6163330078125,170.69422114433502,167.6163330078125,169.0758380772312,53704400,AAPL,Apple Inc.
2024-04-05,168.3708953857422,169.1751176568126,167.74538244157907,168.38081863168355,42104800,AAPL,Apple Inc.
2024-04-08,167.24896240234375,167.99361496437555,167.04046816897213,167.82482886831443,37425500,AAPL,Apple Inc.
2024-04-09,168.4602508544922,168.86733118994096,167.14967033425899,167.49716574379335,42373800,AAPL,Apple Inc.
2024-04-10,166.58372497558594,167.8843822327512,165.91850390321875,167.59645660291815,49709300,AAPL,Apple Inc.
2024-04-11,173.79197692871094,174.208995705804,166.9610408919762,167.13975023930564,91070300,AAPL,Apple Inc.
2024-04-12,175.2912139892578,177.0883063929916,172.96790166012116,173.0175330436537,101670900,AAPL,Apple Inc.
2024-04-15,171.45872497558594,175.37063525095596,171.27007724910962,174.10968609239896,73531800,AAPL,Apple Inc.
2024-04-16,168.17233276367188,172.5210932508517,167.0702464097302,170.52542991803605,73711200,AAPL,Apple Inc.
2024-04-17,166.8021697998047,169.43326939438703,166.8021697998047,168.4006911997193,50901200,AAPL,Apple Inc.
2024-04-18,165.84901428222656,167.4376124969012,165.36251763085394,166.83196113193097,43122900,AAPL,Apple Inc.
2024-04-19,163.82354736328125,165.21355928091162,162.91010879598218,165.02492670994252,68149400,AAPL,Apple Inc.
2024-04-22,164.6575469970703,166.0674204920171,163.5951840406637,164.33983649468445,48116400,AAPL,Apple Inc.
2024-04-23,165.7100067138672,165.85894631264824,163.74412823991455,164.17107024309314,49537800,AAPL,Apple Inc.
2024-04-24,167.8148956298828,168.09289802448964,165.02493328758231,165.35256706337344,48251800,AAPL,Apple Inc.
2024-04-25,168.6787109375,169.39357866495865,166.95111140447554,168.32127707377066,50558300,AAPL,Apple Inc.
2024-04-26,168.09291076660156,170.11835910227322,167.97375605274175,168.66877724193844,44838400,AAPL,Apple Inc.
2024-04-29,172.262939453125,174.77489926024026,171.86579752591055,172.13386150928326,68169400,AAPL,Apple Inc.
2024-04-30,169.1155548095703,173.74233280675443,168.78790588015656,172.09416491333778,65934800,AAPL,Apple Inc.
2024-05-01,168.09291076660156,171.47860143970507,167.90426302381934,168.37091318228207,50383100,AAPL,Apple Inc.
2024-05-02,171.7963104248047,172.18352915382397,169.67156903864844,171.2800137361139,94214900,AAPL,Apple Inc.
2024-05-03,182.072509765625,185.66669440285864,181.3576421366733,185.3191838346203,163224100,AAPL,Apple Inc.
2024-05-06,180.41441345214844,182.8866500436298,179.13360267463952,181.04984964293004,78569700,AAPL,Apple Inc.
2024-05-07,181.0994873046875,183.5816623782166,180.02720100491794,182.1420038655686,77305800,AAPL,Apple Inc.
2024-05-08,181.4370880126953,181.76473696457006,180.15627709627628,181.5463043299869,45057100,AAPL,Apple Inc.
2024-05-09,183.2540283203125,183.34338298682428,180.81156138569682,181.25834986825006,48983000,AAPL,Apple Inc.
2024-05-10,181.9913787841797,184.01957427538,181.07670119634082,183.83067066594327,50759500,AAPL,Apple Inc.
2024-05-13,185.20269775390625,186.01796278299403,183.5522942832241,184.36755931231187,72044800,AAPL,Apple Inc.
2024-05-14,186.3460235595703,187.2110023802185,185.2126171602605,186.42556271379902,52393600,AAPL,Apple Inc.
2024-05-15,188.622802734375,189.54741702859607,186.2863873072406,186.8232728469217,70400000,AAPL,Apple Inc.
2024-05-16,188.7421112060547,189.99483406684226,188.56315946625315,189.36847263644847,52845200,AAPL,Apple Inc.
2024-05-17,188.77194213867188,189.7065083736888,188.0859301078384,188.4140234778259,41282900,AAPL,Apple Inc.
2024-05-20,189.93516540527344,190.81008101901142,187.91690657220929,188.2350632210391,44361300,AAPL,Apple Inc.
2024-05-21,191.2375946044922,191.6153866469515,189.815856788038,189.98487181213304,42309400,AAPL,Apple Inc.
2024-05-22,189.7959747314453,191.7048842739564,189.1696284842733,191.15806201805708,34648500,AAPL,Apple Inc.
2024-05-23,185.7992401123047,189.89540846653745,185.55068591274116,189.87551988281993,51005900,AAPL,Apple Inc.
2024-05-24,188.8813018798828,189.47783802324832,186.95251887628444,187.7280219308774,36327000,AAPL,Apple Inc.
2024-05-28,188.89125061035156,191.8838376427625,188.00639828711084,190.40244918609352,52280100,AAPL,Apple Inc.
2024-05-29,189.18951416015625,191.13818582461732,188.41402624535667,188.51345399670836,53068000,AAPL,Apple Inc.
2024-05-30,190.18373107910156,191.06858345257766,189.52755949973073,189.6567973718936,49889100,AAPL,Apple Inc.
2024-05-31,191.13818359375,191.45634025792617,188.81171987650453,190.33287039705309,75158300,AAPL,Apple Inc.
2024-06-03,192.90785217285156,193.86230681599304,191.4065905177512,191.78438252249018,50080500,AAPL,Apple Inc.
2024-06-04,193.22601318359375,194.19040455366581,191.91363991566558,193.51432933882765,47471400,AAPL,Apple Inc.
2024-06-05,194.7372283935547,195.76127042413225,193.74301165159252,194.269945311189,54156800,AAPL,Apple Inc.
2024-06-06,193.3552703857422,195.3635924798522,193.04706561878618,194.55827933508485,41181800,AAPL,Apple Inc.
2024-06-07,195.7513427734375,195.80105664694403,193.01724660656404,193.52429170702464,53103900,AAPL,Apple Inc.
2024-06-10,192.00311279296875,196.15894623968046,191.0387214378687,195.76125048108446,97010200,AAPL,Apple Inc.
2024-06-11,205.95199584960938,205.96194772636147,192.51019617172983,192.53006958414636,172373300,AAPL,Apple Inc.
2024-06-12,211.83778381347656,218.9265393804105,205.7034527218097,206.1707358379729,198134300,AAPL,Apple Inc.
2024-06-13,213.0010223388672,215.49650115847567,210.37629047483145,213.4981307613781,97862700,AAPL,Apple Inc.
2024-06-14,211.2611083984375,213.9256018265929,210.07798811856898,212.61324369392398,70122700,AAPL,Apple Inc.
2024-06-17,215.4169464111328,217.6837594401996,211.4897931914233,212.13602802573277,93728300,AAPL,Apple Inc.
2024-06-18,213.05068969726562,217.36560169939582,211.76815683093403,216.33160783720555,79943300,AAPL,Apple Inc.
2024-06-20,208.46737670898438,213.0010181769571,207.64219009381964,212.69279821776487,86172500,AAPL,Apple Inc.
2024-06-21,206.29005432128906,210.66460227969185,205.91224707350656,209.17327704334386,241805100,AAPL,Apple Inc.
2024-06-24,206.93626403808594,211.46988977828624,205.39522511371305,206.51869484312465,80727000,AAPL,Apple Inc.
2024-06-25,207.8608856201172,210.1575236910433,207.40353927876774,207.9404096033113,55549700,AAPL,Apple Inc.
2024-06-26,212.0167236328125,213.61741321993355,209.42181728774156,210.2768443064002,66213200,AAPL,Apple Inc.
2024-06-27,212.86183166503906,214.49234667698786,211.12195219378995,213.44841596012938,49772700,AAPL,Apple Inc.
2024-06-28,209.40191650390625,214.8204096554565,209.08377504858177,214.52214161134154,82542700,AAPL,Apple Inc.
2024-07-01,215.49649047851562,216.2520897818886,210.69442153458442,210.86343656939636,60402900,AAPL,Apple Inc.
2024-07-02,218.99612426757812,219.10548871515067,213.85602557275527,214.89994100712372,58046200,AAPL,Apple Inc.
2024-07-03,220.2687225341797,220.2687225341797,217.76329209306175,218.72768354780237,37369800,AAPL,Apple Inc.
2024-07-05,225.031005859375,225.14037030398515,220.36812707547224,220.36812707547224,60412400,AAPL,Apple Inc.
2024-07-08,226.50247192382812,226.53229721329785,221.95889400104966,225.7766827586142,59085900,AAPL,Apple Inc.
2024-07-09,227.35748291015625,228.07332019577044,225.0608446065374,226.6118203351868,48076100,AAPL,Apple Inc.
2024-07-10,231.6326141357422,231.73204187894612,227.9241899064988,227.97390377810078,62627700,AAPL,Apple Inc.
2024-07-11,226.25392150878906,231.04603853364384,224.46432825800636,230.0518217466028,64710600,AAPL,Apple Inc.
2024-07-12,229.20672607421875,231.29458734662404,227.357482286545,227.59609977127653,53046500,AAPL,Apple Inc.
2024-07-15,233.04440307617188,235.8580383346859,231.7419815445035,235.11237576276483,62631300,AAPL,Apple Inc.
2024-07-16,233.4619903564453,234.9036016458956,230.9863851256273,233.64094209406048,43234300,AAPL,Apple Inc.
2024-07-17,227.55633544921875,230.1214164943178,225.32928445945876,228.1230311101644,57345900,AAPL,Apple Inc.
2024-07-18,222.8834991455078,229.10730558155058,220.9845567217071,228.94822726389444,66034600,AAPL,Apple Inc.
2024-07-19,223.0127410888672,225.48834608374398,221.9886991219942,223.5198013048721,49151500,AAPL,Apple Inc.
2024-07-22,222.664794921875,226.4626951020567,221.799816014305,225.69714393989972,48201800,AAPL,Apple Inc.
2024-07-23,223.7086944580078,225.6275405798551,221.392167723929,223.0723963761116,39960300,AAPL,Apple Inc.
2024-07-24,217.27610778808594,223.499913948863,215.87427379105335,222.70453756630337,61777600,AAPL,Apple Inc.
2024-07-25,216.23220825195312,219.57277716709376,213.3787958392943,217.663867640833,51391200,AAPL,Apple Inc.
2024-07-26,216.69947814941406,218.22062848355827,214.76074345207394,217.43518879671294,41601300,AAPL,Apple Inc.
2024-07-29,216.97787475585938,218.0317421116191,214.50226952108,215.70527849563507,36311800,AAPL,Apple Inc.
2024-07-30,217.5346221923828,219.05577256608925,214.87011348402856,217.92236610782675,41643800,AAPL,Apple Inc.
2024-07-31,220.795654296875,222.52559687691686,219.35404306544518,220.1593561933901,50036300,AAPL,Apple Inc.
2024-08-01,217.09716796875,223.1817695634113,215.76492117798517,223.07240511518174,62501000,AAPL,Apple Inc.
2024-08-02,218.58848571777344,224.29529507499745,216.45092586682142,217.88258518105536,105568600,AAPL,Apple Inc.
2024-08-05,208.0597381591797,212.26527065556354,194.866477978878,197.9386040162881,119548600,AAPL,Apple Inc.
2024-08-06,206.03152465820312,208.7755724881847,199.90716125146164,204.11269368890086,69660500,AAPL,Apple Inc.
2024-08-07,208.6065673828125,212.40446750854989,205.19639601521322,205.70344110024527,63516400,AAPL,Apple Inc.
2024-08-08,212.07635498046875,212.9612072079863,207.62226855649052,211.87751468101786,47161100,AAPL,Apple Inc.
2024-08-09,214.98944091796875,215.5263113015057,210.7441310403627,210.8733840757052,42201600,AAPL,Apple Inc.
2024-08-12,216.52230834960938,218.49313190431408,214.60125621149956,215.06908018890428,38028100,AAPL,Apple Inc.
2024-08-13,220.24497985839844,220.86210287308924,217.99543949730662,217.99543949730662,44155300,AAPL,Apple Inc.
2024-08-14,220.69288635253906,221.99681536538918,218.68223972219693,219.54821978702563,41960600,AAPL,Apple Inc.
2024-08-15,223.67898559570312,224.30607198028108,221.72805861485108,223.55954635601313,46414000,AAPL,Apple Inc.
2024-08-16,225.00283813476562,225.77922361016536,222.6139468974481,222.88270038911833,44340200,AAPL,Apple Inc.
2024-08-19,224.8435821533203,224.94312498661264,222.0067784736323,224.6743714872065,40687800,AAPL,Apple Inc.
2024-08-20,225.460693359375,226.11763957317405,224.4056062095116,224.72413110884563,30299000,AAPL,Apple Inc.
2024-08-21,225.35121154785156,226.92389412945442,224.00747444255492,225.4706659840429,34765500,AAPL,Apple Inc.
2024-08-22,223.4898681640625,227.28221598709214,222.86278176595104,226.7347608131935,43695300,AAPL,Apple Inc.
2024-08-23,225.78915405273438,227.1627660264127,223.29078716186507,224.61462772424593,38677300,AAPL,Apple Inc.
2024-08-26,226.12759399414062,226.22713682494347,222.85284141893553,225.7095414433551,30602200,AAPL,Apple Inc.
2024-08-27,226.97364807128906,227.78985670532606,223.84819475275475,224.95305327681544,35934600,AAPL,Apple Inc.
2024-08-28,225.44078063964844,228.79516410710562,224.6345202420592,226.864148811834,38052200,AAPL,Apple Inc.
2024-08-29,228.72549438476562,231.84099956412553,227.819721489883,229.03407107214645,51906300,AAPL,Apple Inc.
2024-08-30,227.93917846679688,229.3326870197365,226.42621547495946,229.12366833084764,52990800,AAPL,Apple Inc.
2024-09-03,221.73802185058594,227.93915711237167,220.14542777805318,227.49124477575393,50190600,AAPL,Apple Inc.
2024-09-04,219.82693481445312,220.75261936807303,216.47253576183732,220.63318011937469,43840200,AAPL,Apple Inc.
2024-09-05,221.34983825683594,224.43546851590304,220.49382156548631,220.60331260233696,36615400,AAPL,Apple Inc.
2024-09-06,219.79705810546875,224.1965806221913,218.75191919539128,222.91254804497814,48423000,AAPL,Apple Inc.
2024-09-09,219.8866424560547,220.24497537072617,215.7061019102892,219.79706302441255,67180000,AAPL,Apple Inc.
2024-09-10,219.09034729003906,220.45399594379384,215.72600018375593,217.905857501112,51591000,AAPL,Apple Inc.
2024-09-11,221.6285400390625,222.05654079085224,216.88063262193214,220.43410202901993,44587100,AAPL,Apple Inc.
2024-09-12,221.73802185058594,222.5144072842174,218.80169076819996,221.46926837337423,37455600,AAPL,Apple Inc.
2024-09-13,221.4692840576172,223.00214343080088,220.8820208371711,222.54428285449177,36766600,AAPL,Apple Inc.
2024-09-16,215.3179168701172,216.21374159471785,212.92902562434276,215.5368837592455,59357400,AAPL,Apple Inc.
2024-09-17,215.7857208251953,215.8952118613641,213.50633585708556,214.75054527350213,45519300,AAPL,Apple Inc.
2024-09-18,219.66766357421875,221.67831024616868,216.5322467283196,216.54221012404864,59894900,AAPL,Apple Inc.
2024-09-19,227.80975341796875,228.75536468744528,223.58940496515828,223.94773787040657,66781300,AAPL,Apple Inc.
2024-09-20,227.1428680419922,232.01021467188832,226.56555305015522,228.90467282845125,318679900,AAPL,Apple Inc.
2024-09-23,225.4208984375,228.3870895913876,224.76395218553373,226.28686337720748,54146000,AAPL,Apple Inc.
2024-09-24,226.31671142578125,228.28755007923567,224.6843092769655,227.59078065470555,43556100,AAPL,Apple Inc.
2024-09-25,225.3213348388672,226.23707111110926,222.9822303399746,223.88800321688734,42308700,AAPL,Apple Inc.
2024-09-26,226.4660186767578,227.44147457763864,224.36579263659118,226.24703661091274,36636700,AAPL,Apple Inc.
2024-09-27,226.73477172851562,228.4567685573237,226.24705134037433,227.40168136489095,34026000,AAPL,Apple Inc.
2024-09-30,231.92063903808594,231.92063903808594,228.58615167195362,228.97434440874213,54541900,AAPL,Apple Inc.
2024-10-01,225.16209411621094,228.5861456381701,222.70353511874544,228.45675818805825,63285000,AAPL,Apple Inc.
2024-10-02,225.7294464111328,226.31670960653594,221.98686997976517,224.84356992020335,32880600,AAPL,Apple Inc.
2024-10-03,224.62457275390625,225.75929105016726,222.28546833703504,224.09702921544027,34044200,AAPL,Apple Inc.
2024-10-04,225.74935913085938,226.9437971307691,223.09172964492672,226.8442543024003,37245100,AAPL,Apple Inc.
2024-10-07,220.6630401611328,224.64451046166124,220.3047072265611,223.4600206171574,39505400,AAPL,Apple Inc.
2024-10-08,224.72413635253906,224.93315503301397,222.2158058701156,223.26094483680066,31855700,AAPL,Apple Inc.
2024-10-09,228.47666931152344,228.68570318762718,223.78849648056692,224.1866374402548,33591100,AAPL,Apple Inc.
2024-10-10,227.97898864746094,228.43686442668115,226.11765609380726,226.72483093793394,28183500,AAPL,Apple Inc.
2024-10-11,226.49588012695312,228.34726430462075,226.28684626691359,228.23777327090536,31759200,AAPL,Apple Inc.
2024-10-14,230.228515625,230.65651637799863,227.54102629778745,227.64055393917852,39882100,AAPL,Apple Inc.
2024-10-15,232.76669311523438,236.38983016358188,231.29353829774286,232.527799450427,64751400,AAPL,Apple Inc.
2024-10-16,230.70628356933594,231.0447048824563,228.7752681420796,230.52712470524975,34082200,AAPL,Apple Inc.
2024-10-17,231.07456970214844,232.76670668063704,229.4521309302649,232.348638945834,32993800,AAPL,Apple Inc.
2024-10-18,233.91136169433594,235.0858880500012,232.92594240501305,235.0858880500012,46431500,AAPL,Apple Inc.
2024-10-21,235.384521484375,235.75281781754072,233.36392650842956,233.36392650842956,36254500,AAPL,Apple Inc.
2024-10-22,234.76739501953125,235.12572795126604,231.52250221800776,232.80651969699693,38846600,AAPL,Apple Inc.
2024-10-23,229.69100952148438,234.05072423456664,226.7049068825192,232.99563706556216,52287000,AAPL,Apple Inc.
2024-10-24,229.50189208984375,229.75073396519565,227.35189464165862,228.91461372105516,31109500,AAPL,Apple Inc.
2024-10-25,230.33799743652344,232.1396101862481,228.50652487676712,228.6757355296476,38802300,AAPL,Apple Inc.
2024-10-28,232.31878662109375,233.6426273223557,231.4727332926884,232.23917058038825,36087100,AAPL,Apple Inc.
2024-10-29,232.58753967285156,233.24448591818899,231.24380255804743,232.02018805231754,35417200,AAPL,Apple Inc.
2024-10-30,229.03407287597656,232.38845656475567,228.48661770128336,231.5324398883544,47070900,AAPL,Apple Inc.
2024-10-31,224.8634796142578,228.76531846185907,224.32597264925337,228.27758291037028,64370100,AAPL,Apple Inc.
2024-11-01,221.8773651123047,224.30606415529357,219.2495956140762,219.94634980146594,65276700,AAPL,Apple Inc.
2024-11-04,220.98153686523438,221.75792231303782,218.69220372782075,219.96627293386246,44944500,AAPL,Apple Inc.
2024-11-05,222.4148712158203,222.91255498009295,220.11557465497725,220.7725208689619,28111300,AAPL,Apple Inc.
2024-11-06,221.68824768066406,225.02273483375984,220.16533664224426,221.57875664968802,54561100,AAPL,Apple Inc.
2024-11-07,226.4261932373047,226.82434934768688,223.52968537330023,223.5894049928319,42137700,AAPL,Apple Inc.
2024-11-08,226.15716552734375,227.8511489598711,225.60910803907555,226.366414165256,38328800,AAPL,Apple Inc.
2024-11-11,223.4368133544922,224.90161465065876,220.7164746065314,224.20409384410638,42005600,AAPL,Apple Inc.
2024-11-12,223.4368133544922,224.79200315214243,222.5698957238352,223.75568869738083,40398300,AAPL,Apple Inc.
2024-11-13,224.3236541748047,225.84824072641777,221.97200184604,223.2175800878685,48566200,AAPL,Apple Inc.
2024-11-14,227.41270446777344,228.06039910056816,224.20409355692922,224.22402706703753,44923900,AAPL,Apple Inc.
2024-11-15,224.20408630371094,226.1172926822584,223.47667285882866,225.59912786989784,47923700,AAPL,Apple Inc.
2024-11-18,227.21339416503906,228.92731096181708,224.37346982490487,224.4531886532215,44633700,AAPL,Apple Inc.
2024-11-19,227.4724884033203,229.34584301691135,225.8582238051146,226.17708394083317,36211800,AAPL,Apple Inc.
2024-11-20,228.18994140625,229.11664435033194,225.0909420304879,227.25326410482543,35169600,AAPL,Apple Inc.
2024-11-21,227.71163940429688,229.34583747298603,224.9115819089953,228.07036655131708,42108300,AAPL,Apple Inc.
2024-11-22,229.05685424804688,229.9038535446,227.2532593649619,227.2532593649619,38168300,AAPL,Apple Inc.
2024-11-25,232.04624938964844,232.42491005721112,228.92733167542056,230.64124862727573,90152800,AAPL,Apple Inc.
2024-11-26,234.22850036621094,234.73670603206307,232.50462429580293,232.50462429580293,45986200,AAPL,Apple Inc.
2024-11-27,234.0989532470703,234.85627456038557,232.98291999142185,233.6405889619916,33498400,AAPL,Apple Inc.
2024-11-29,236.49046325683594,236.96876103246996,233.1423484177734,233.979373326336,28481400,AAPL,Apple Inc.
2024-12-02,238.7424774169922,239.93822952974793,236.32108052902282,236.4306920263062,48137100,AAPL,Apple Inc.
2024-12-03,241.79165649414062,241.90126799408412,238.05492154808562,238.96170621081686,38861000,AAPL,Apple Inc.
2024-12-04,242.150390625,243.2465056559754,240.3966217802532,242.01088645785893,44383900,AAPL,Apple Inc.
2024-12-05,242.18026733398438,243.6749612569442,241.27349790971317,243.12691898237586,40033900,AAPL,Apple Inc.
2024-12-06,241.98097229003906,243.7646488451358,241.2236661935451,242.0507319698173,36870600,AAPL,Apple Inc.
2024-12-09,245.8771514892578,246.36542364679892,240.89483838917155,240.97455722335047,44649200,AAPL,Apple Inc.
